price,bedrooms,beds,cleaning_fee,guests_included,maximum_nights,minimum_nights,property_type,room_type,review_scores,street,country,country_code,availability_30,availability_60,availability_90,availability_365,latitude,longitude
359,1,4,0,1,1125,1,Boutique hotel,Private room,0,"Sultanahmet, İstanbul, Turkey",Turkey,TR,30,60,90,365,41.00334,28.97221
196,1,1,0,1,1125,1,House,Entire home/apt,100,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,0,0,0,0,22.28124,114.12584
85,1,1,75,1,1125,5,Condominium,Private room,100,"Honolulu, HI, United States",United States,US,0,0,0,0,21.28633,-157.83423
60,3,3,40,4,170,2,Apartment,Entire home/apt,0,"Matosinhos, Porto, Portugal",Portugal,PT,29,59,89,169,41.17539,-8.68843
111,1,2,0,1,1125,1,House,Entire home/apt,0,"İstanbul , İstanbul, Turkey",Turkey,TR,0,0,0,0,41.07672,28.995
475,1,1,0,1,1125,3,Boutique hotel,Private room,0,"Beyoğlu, İstanbul, Turkey",Turkey,TR,30,60,90,90,41.03526,28.97597
981,1,3,0,4,1125,1,Apartment,Entire home/apt,90,"Hong Kong, 九龍, Hong Kong",Hong Kong,HK,8,38,68,343,22.29686,114.17228
151,1,3,80,1,1125,1,Apartment,Entire home/apt,87,"Ultimo, NSW, Australia",Australia,AU,0,0,0,0,-33.88235,151.19699
151,1,1,0,1,7,1,Apartment,Entire home/apt,0,"Dulwich Hill, NSW, Australia",Australia,AU,0,0,0,0,-33.89997,151.14333
251,1,12,250,1,1125,3,Apartment,Shared room,100,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,0,0,0,0,22.28088,114.2209
459,1,2,150,1,12,2,Serviced apartment,Entire home/apt,40,"Barra da Tijuca, Rio de Janeiro, Brazil",Brazil,BR,26,56,86,176,-23.01071303,-43.35433174
30,1,1,35,3,1125,1,Apartment,Private room,87,"Barcelona, CT, Spain",Spain,ES,7,8,16,16,41.37972,2.14671
447,1,1,0,1,1125,28,Apartment,Private room,0,"Hong Kong, Hong Kong",Hong Kong,HK,29,59,89,364,22.28203,114.18655
201,1,3,100,4,10,1,Apartment,Entire home/apt,0,"Copacabana, Rio de Janeiro, Brazil",Brazil,BR,21,51,81,356,-22.96448299,-43.18127399
28,1,1,12,1,1125,3,Apartment,Entire home/apt,87,"Porto, Porto, Portugal",Portugal,PT,10,40,70,345,41.15336,-8.6208
1201,3,4,0,1,7,2,Apartment,Entire home/apt,0,"Copacabana, Rio de Janeiro, Brazil",Brazil,BR,20,50,80,355,-22.97518519,-43.18988253
201,2,4,0,1,35,1,Apartment,Entire home/apt,100,"Tijuca, Rio de Janeiro, Brazil",Brazil,BR,27,27,27,221,-22.91487502,-43.21799582
79,2,2,0,1,1125,1,Apartment,Entire home/apt,70,"Tuzla, İstanbul, Turkey",Turkey,TR,22,52,82,260,40.89386,29.35227
237,1,1,0,1,1125,2,Boutique hotel,Private room,0,"Fatih, İstanbul, Turkey",Turkey,TR,30,60,90,365,41.03104,28.94787
60,1,1,10,2,1125,1,Villa,Private room,100,"Sydney , Sydney Australia, Australia",Australia,AU,29,59,89,180,-33.77811,151.00081
45,1,2,30,2,90,3,Apartment,Entire home/apt,87,"Porto, Porto, Portugal",Portugal,PT,11,32,43,197,41.15693,-8.60981
127,1,1,0,2,30,2,Apartment,Private room,100,"Rio, Rio de Janeiro, Brazil",Brazil,BR,5,35,65,340,-22.9318113,-43.23208916
257,1,3,160,1,1125,5,Apartment,Entire home/apt,96,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,25,55,85,85,-22.92426936,-43.17488922
76,1,2,95,2,1125,2,Apartment,Entire home/apt,0,"Montréal, QC, Canada",Canada,CA,0,10,31,239,45.4876,-73.56739
76,1,2,95,2,1125,2,Apartment,Entire home/apt,100,"Montréal, QC, Canada",Canada,CA,9,29,57,264,45.48917,-73.56654
81,1,2,95,2,1125,2,Apartment,Entire home/apt,0,"Montréal, QC, Canada",Canada,CA,0,6,36,244,45.48982,-73.56794
50,1,1,15,2,1125,1,Apartment,Entire home/apt,100,"Mont-Royal, Québec, Canada",Canada,CA,4,6,17,38,45.51793,-73.65559
111,1,1,0,1,1125,1,Boutique hotel,Private room,100,"Beyoğlu, İstanbul, Turkey",Turkey,TR,29,54,81,356,41.03946,28.98075
350,1,1,60,4,1125,1,Loft,Entire home/apt,97,"Montréal, Québec, Canada",Canada,CA,12,39,69,182,45.5028,-73.56408
55,2,2,30,1,31,14,Condominium,Entire home/apt,80,"Montréal, Québec, Canada",Canada,CA,0,0,0,0,45.46914,-73.57036
298,1,1,0,1,22,1,Bed and breakfast,Private room,0,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,0,0,0,100,22.28563,114.14999
60,1,1,15,1,30,2,Apartment,Entire home/apt,100,"Porto, Porto, Portugal",Portugal,PT,18,46,65,202,41.15555,-8.61242
199,8,10,160,12,1125,1,Apartment,Entire home/apt,0,"Montréal, Québec, Canada",Canada,CA,27,57,87,360,45.52022,-73.57736
72,2,2,0,1,1125,32,Apartment,Entire home/apt,0,"Barcelona, Catalunya, Spain",Spain,ES,30,54,54,54,41.40385,2.21503
174,1,1,173,1,1125,3,Serviced apartment,Entire home/apt,0,"Şişli, İstanbul, Turkey",Turkey,TR,27,57,87,362,41.05052,28.98644
142,2,2,250,1,1125,1,House,Entire home/apt,0,"Beykoz, İstanbul, Turkey",Turkey,TR,27,57,87,177,41.03262,28.65265
55,1,1,15,2,1125,2,Apartment,Entire home/apt,96,"Porto, Porto, Portugal",Portugal,PT,26,42,66,333,41.15787,-8.6288
160,1,1,0,1,1125,2,Apartment,Entire home/apt,80,"New York, NY, United States",United States,US,0,0,0,0,40.72165,-73.98573
74,1,2,0,1,1125,1,Apartment,Shared room,100,"Istanbul, İstanbul, Turkey",Turkey,TR,27,57,87,362,40.99244,28.83392
150,1,2,0,2,1125,1,Boutique hotel,Private room,0,"Barcelona, Barcelona, Spain",Spain,ES,26,51,79,274,41.38714,2.16764
30,1,1,10,1,5,1,Apartment,Private room,100,"Barcelona, CT, Spain",Spain,ES,0,0,5,5,41.40151,2.17976
20,1,1,0,1,1125,5,Apartment,Private room,100,"Montréal, Québec, Canada",Canada,CA,9,39,69,69,45.53088,-73.56501
258,4,7,80,4,1125,2,House,Entire home/apt,96,"Volcano, HI, United States",United States,US,18,40,67,339,19.42408,-155.2075
63,1,1,0,1,365,10,Apartment,Private room,0,"Şişli, İstanbul, Turkey",Turkey,TR,7,30,60,335,41.04902,28.98763
125,1,1,0,1,1125,1,Apartment,Private room,0,"New York, NY, United States",United States,US,0,0,0,0,40.81595,-73.9447
132,2,2,50,2,15,1,Apartment,Private room,0,"Üsküdar, İstanbul, Turkey",Turkey,TR,29,59,89,364,41.02324,29.02179
38,1,1,0,1,1125,1,Apartment,Entire home/apt,87,"Montréal, Québec, Canada",Canada,CA,0,0,0,222,45.50868,-73.63037
675,1,1,280,2,15,1,Apartment,Private room,100,"Hong Kong, New Territories, Hong Kong",Hong Kong,HK,9,39,69,69,22.29411,113.95179
518,1,1,80,1,365,1,Condominium,Private room,0,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,3,3,3,3,22.32939,114.16699
527,2,3,105,1,1125,2,Apartment,Entire home/apt,0,"Beyoğlu, İstanbul, Turkey",Turkey,TR,29,56,85,360,41.02829,28.9734
105,3,6,79,4,90,3,Apartment,Entire home/apt,79,"Barcelona, Catalonia, Spain",Spain,ES,0,7,31,306,41.37547,2.1254
1201,2,2,0,1,8,1,Serviced apartment,Entire home/apt,0,"Hong Kong Island, Hong Kong Island, Hong Kong",Hong Kong,HK,14,14,14,14,22.28023,114.18681
393,1,1,0,1,1125,1,House,Entire home/apt,0,"深圳市, 广东省, China",China,CN,27,57,87,87,22.51521,114.0726
416,1,2,0,1,30,1,Guesthouse,Private room,91,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,7,31,61,81,22.29561,114.17367
46,2,4,60,5,365,31,Apartment,Entire home/apt,0,"Barcelona, Catalunya, Spain",Spain,ES,0,0,0,190,41.38043,2.17628
79,1,4,0,1,30,1,Aparthotel,Shared room,0,"Beyoğlu, İstanbul, Turkey",Turkey,TR,28,58,88,308,41.03692,28.97943
46,2,4,60,5,365,31,Apartment,Entire home/apt,0,"Barcelona, Catalunya, Spain",Spain,ES,1,2,15,186,41.38028,2.1767
10,1,1,55,1,360,120,Apartment,Private room,0,"Barcelona, Catalunya, Spain",Spain,ES,6,13,13,202,41.37846,2.12242
60,1,1,40,1,34,2,Townhouse,Private room,93,"Rozelle, NSW, Australia",Australia,AU,4,4,4,4,-33.87127,151.16873
164,1,2,150,2,180,3,Apartment,Entire home/apt,95,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,3,8,18,245,-22.98444654,-43.20037353
221,1,1,0,1,1125,1,Apartment,Private room,0,"Istanbul, Turkey",Turkey,TR,29,59,89,364,41.00728,28.8965
168,6,12,0,1,1125,32,Apartment,Entire home/apt,0,"Barcelona, Catalunya, Spain",Spain,ES,30,60,90,365,41.38806,2.17625
60,1,2,25,2,1125,1,Apartment,Entire home/apt,100,"Porto, Porto, Portugal",Portugal,PT,11,30,55,189,41.145,-8.61342
550,1,1,0,1,365,28,Apartment,Private room,0,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,0,0,0,253,22.28057,114.18676
109,1,1,75,1,14,2,Apartment,Entire home/apt,93,"Neutral Bay, NSW, Australia",Australia,AU,21,51,81,348,-33.83068,151.21983
195,1,1,0,1,30,1,Hotel,Private room,0,"Beyoğlu, İstanbul, Turkey",Turkey,TR,8,27,57,267,41.03499,28.98009
69,1,1,50,2,1125,2,Bed and breakfast,Private room,0,"Barcelona, Catalunya, Spain",Spain,ES,3,9,22,22,41.38328,2.16545
148,3,5,200,1,1000,30,Apartment,Entire home/apt,0,"Kınalıada, Istanbul Province, Turkey",Turkey,TR,30,60,90,365,40.90622,29.05006
75,1,1,0,1,1125,1,House,Private room,0,"Chifley, NSW, Australia",Australia,AU,0,0,0,0,-33.97352,151.24015
45,1,3,30,3,1125,3,Condominium,Entire home/apt,0,"Barcelona, Catalunya, Spain",Spain,ES,11,26,47,72,41.37435,2.17143
70,1,1,0,1,3,1,Apartment,Private room,0,"Montréal, QC, Canada",Canada,CA,12,21,25,59,45.52147,-73.54865
14,1,4,0,1,30,2,Apartment,Entire home/apt,84,"North Parramatta, NSW, Australia",Australia,AU,24,54,84,359,-33.7995,151.0048
157,1,1,50,1,5,3,House,Shared room,100,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,9,23,53,316,22.32711,114.16669
33,1,2,15,1,23,3,House,Private room,96,"Brooklyn, NY, United States",United States,US,3,3,24,75,40.69545,-73.91967
1201,1,1,120,1,20,2,Apartment,Entire home/apt,0,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,2,4,4,4,22.28548,114.14571
79,3,5,35,2,31,2,Apartment,Entire home/apt,0,"Porto, Porto, Portugal",Portugal,PT,29,59,78,254,41.16738,-8.59579
35,1,2,18,2,20,3,Apartment,Private room,93,"Barcelona, Catalunya, Spain",Spain,ES,10,40,70,70,41.38023,2.15743
479,1,1,50,1,1125,1,Apartment,Private room,100,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,14,36,66,156,22.31101,114.17018
38,1,1,5,1,1125,1,Apartment,Private room,0,"Barcelona, CT, Spain",Spain,ES,8,24,24,24,41.37467,2.14567
560,1,1,0,1,1125,1,Apartment,Private room,0,"Rio, Rio de Janeiro, Brazil",Brazil,BR,30,60,90,365,-22.98191339,-43.19987049
25,1,1,0,1,1125,1,Bed and breakfast,Private room,0,"Montréal, Québec, Canada",Canada,CA,9,39,69,344,45.50871,-73.67188
89,2,2,60,1,1125,2,Apartment,Entire home/apt,0,"Montréal, Québec, Canada",Canada,CA,0,0,0,0,45.51921,-73.5837
45,2,2,0,2,1125,3,Apartment,Entire home/apt,0,"Porto, Porto, Portugal",Portugal,PT,17,47,71,342,41.15003,-8.60257
100,1,1,0,1,4,1,Serviced apartment,Entire home/apt,0,"Porto, Porto, Portugal",Portugal,PT,20,47,68,343,41.14372,-8.61529
27,1,1,0,1,179,32,Apartment,Private room,0,"Barcelona, Catalunya, Spain",Spain,ES,0,0,6,281,41.392,2.1867
262,3,5,80,6,1125,1,Apartment,Entire home/apt,100,"Barcelona, Spain",Spain,ES,12,24,43,255,41.37821,2.14932
37,1,1,0,1,1125,1,Townhouse,Private room,80,"Ultimo, NSW, Australia",Australia,AU,6,6,6,6,-33.87796,151.19765
59,2,2,0,2,30,3,Camper/RV,Entire home/apt,0,"Leça do Balio, Portugal",Portugal,PT,13,36,36,179,41.2001,-8.63133
298,1,2,90,2,1125,2,Apartment,Entire home/apt,98,"Rio, Rio de Janeiro, Brazil",Brazil,BR,0,30,58,314,-23.01218384,-43.32084826
279,2,2,0,1,19,1,Apartment,Entire home/apt,0,"Dudullu Osb, İstanbul, Turkey",Turkey,TR,29,59,89,364,40.98795,29.145
200,4,5,100,4,1125,3,Apartment,Entire home/apt,0,"Montréal, Québec, Canada",Canada,CA,0,0,2,55,45.52452,-73.54999
269,1,3,0,1,1125,1,Bed and breakfast,Private room,0,"Büyükçekmece, İstanbul, Turkey",Turkey,TR,30,60,90,365,40.99928,28.61252
121,1,1,0,1,10,2,Apartment,Private room,0,"Kağıthane, İstanbul, Turkey",Turkey,TR,8,8,26,26,41.08576,29.0041
89,1,1,45,1,27,3,Apartment,Private room,95,"New York, NY, United States",United States,US,14,18,27,260,40.73171,-73.98717
206,1,2,0,1,1125,1,Apartment,Entire home/apt,0,"Beyoğlu, İstanbul, Turkey",Turkey,TR,30,60,90,365,41.03762,28.98263
57,2,2,0,1,1125,32,Apartment,Entire home/apt,0,"Barcelona, Catalunya, Spain",Spain,ES,0,20,50,230,41.36739,2.13334
56,1,1,0,1,1125,3,Casa particular (Cuba),Private room,60,"Copacabana, Rio de Janeiro, Brazil",Brazil,BR,18,48,78,353,-22.9686185,-43.18782673
132,2,3,0,1,1125,1,Apartment,Entire home/apt,90,"Fatih, İstanbul, Turkey",Turkey,TR,10,27,57,332,41.00568,28.96944
112,1,1,0,1,2,1,Apartment,Entire home/apt,0,"Praca da Bandeira, Rio de Janeiro, Brazil",Brazil,BR,9,25,44,282,-22.91242234,-43.21412005
50,1,3,20,1,1125,1,Apartment,Private room,100,"Barcelona, Catalunya, Spain",Spain,ES,13,27,27,27,41.38622,2.16816
164,2,4,120,1,7,4,Apartment,Entire home/apt,0,"Pechincha, Rio de Janeiro, Brazil",Brazil,BR,30,60,90,90,-22.9259112,-43.34792543
56,2,2,60,1,1125,32,Apartment,Entire home/apt,0,"Barcelona, Catalunya, Spain",Spain,ES,6,14,34,309,41.38724,2.12923
475,1,1,119,2,100,2,Apartment,Entire home/apt,0,"Beyoğlu, İstanbul, Turkey",Turkey,TR,10,16,40,315,41.03335,28.98788
400,1,1,150,1,30,2,Guest suite,Private room,90,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,0,0,0,0,22.28562,114.14925
119,1,1,150,2,1125,2,Apartment,Entire home/apt,96,"Rio, Rio de Janeiro, Brazil",Brazil,BR,0,0,0,0,-22.91175745,-43.17830125
451,3,7,210,9,1125,3,Condominium,Entire home/apt,0,"Copacabana, Rio de Janeiro, Brazil",Brazil,BR,7,20,41,266,-22.96818693,-43.18670239
85,1,2,0,1,1125,2,Apartment,Private room,100,"Barcelona, Catalunya, Spain",Spain,ES,2,22,52,142,41.38084,2.17491
121,1,1,0,1,30,1,Boutique hotel,Private room,0,"Beyoğlu, İstanbul, Turkey",Turkey,TR,29,59,89,179,41.03313,28.97992
145,1,1,0,1,50,3,Apartment,Private room,0,"Rio de Janeiro, RJ, Brazil",Brazil,BR,0,2,29,29,-22.96221541,-43.22438875
101,1,1,0,1,120,2,Apartment,Entire home/apt,0,"Estácio, Rio de Janeiro, Brazil",Brazil,BR,0,0,0,191,-22.91473079,-43.20639336
683,1,1,250,1,100,1,Apartment,Entire home/apt,0,"New Territories, New Territories, Hong Kong",Hong Kong,HK,30,60,90,180,22.36141,114.17814
221,1,2,0,1,30,1,Boutique hotel,Private room,0,"Beşiktaş, İstanbul, Turkey",Turkey,TR,30,60,90,90,41.04988,29.02404
283,1,1,0,1,1125,28,Apartment,Private room,60,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,11,41,71,161,22.31202,114.17146
267,1,1,0,1,1125,28,Apartment,Private room,0,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,19,49,79,169,22.31226,114.1722
500,2,3,0,1,10,3,House,Entire home/apt,0,"Itanhangá, Rio de Janeiro, Brazil",Brazil,BR,30,60,90,365,-23.00026766,-43.30899209
160,1,2,174,1,1125,4,Apartment,Private room,82,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,20,50,80,354,-22.97916164,-43.22685598
300,2,4,0,3,1125,1,Apartment,Entire home/apt,0,"Barcelona, Barcelona, Spain",Spain,ES,23,46,73,348,41.37182,2.16945
316,2,4,232,2,1125,2,Apartment,Entire home/apt,100,"Cihangir, İstanbul, Turkey",Turkey,TR,3,26,47,311,41.03007,28.98365
79,2,2,35,1,1125,1,Apartment,Entire home/apt,72,"Montréal, Québec, Canada",Canada,CA,25,55,78,78,45.54017,-73.54336
399,1,1,0,1,1125,1,Apartment,Private room,0,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,0,0,0,0,-22.99315143,-43.24980159
55,1,1,0,1,30,1,Apartment,Private room,95,"Barcelona, CT, Spain",Spain,ES,15,28,47,106,41.38667,2.15104
101,3,3,120,1,1125,3,Apartment,Entire home/apt,100,"Copacabana, Rio de Janeiro, Brazil",Brazil,BR,8,12,12,12,-22.97025862,-43.18528474
399,1,1,0,1,30,10,Apartment,Private room,0,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,0,0,0,0,-22.96502572,-43.18186279
179,1,1,0,1,1125,2,Apartment,Private room,0,"Beşiktaş, İstanbul, Turkey",Turkey,TR,29,59,89,364,41.09239,29.01716
301,2,2,30,1,1125,1,Loft,Entire home/apt,0,"Montréal, QC, Canada",Canada,CA,29,59,89,179,45.52468,-73.56128
266,2,4,100,1,1125,2,Apartment,Entire home/apt,100,"Dee Why, NSW, Australia",Australia,AU,25,55,85,359,-33.7513,151.29413
50,1,1,0,1,180,7,House,Private room,100,"Beaconsfield, QC, Canada",Canada,CA,23,53,83,358,45.42057,-73.89066
534,1,2,0,1,1125,1,Hostel,Private room,0,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,18,48,78,353,22.31436,114.17075
75,1,2,0,1,1125,2,Apartment,Entire home/apt,0,"Porto, Porto, Portugal",Portugal,PT,29,59,87,362,41.16147,-8.60728
138,1,1,160,2,90,2,Apartment,Entire home/apt,100,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,0,0,0,0,-22.93682921,-43.1781462
500,2,3,200,3,11,1,Serviced apartment,Entire home/apt,0,"Ipanema, Rio de Janeiro, Brazil",Brazil,BR,17,17,17,17,-22.98561835,-43.21377424
172,2,5,120,1,10,3,House,Entire home/apt,0,"Tamoios Cabo Frio, RJ, Brazil",Brazil,BR,29,59,89,89,-22.90133077,-43.59511668
173,1,1,0,1,1125,29,Apartment,Shared room,0,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,30,60,90,365,22.28611,114.15162
801,1,1,314,2,365,7,Apartment,Entire home/apt,93,"wan chai, Hong Kong Island, Hong Kong",Hong Kong,HK,16,39,65,340,22.27634,114.17423
58,1,1,0,1,1125,1,Apartment,Shared room,0,"Istanbul , Istanbul, Turkey",Turkey,TR,29,59,89,364,40.9943,28.8516
601,1,4,0,1,1125,1,Serviced apartment,Entire home/apt,0,"Şişli, İstanbul, Turkey",Turkey,TR,29,54,84,311,41.04185,28.98422
100,1,2,0,1,7,1,Apartment,Private room,0,"Beylikdüzü Osb, İstanbul, Turkey",Turkey,TR,29,59,89,89,41.01049,28.69462
96,2,3,70,2,548,3,Apartment,Entire home/apt,0,"Barcelona, Catalunya, Spain",Spain,ES,13,30,49,49,41.37143,2.16248
511,3,2,250,1,1125,3,Apartment,Entire home/apt,0,"Copacabana, Rio de Janeiro, Brazil",Brazil,BR,28,58,88,178,-22.98041406,-43.19135499
163,2,2,200,1,30,1,Apartment,Entire home/apt,0,"Bakırköy, İstanbul, Turkey",Turkey,TR,0,0,0,0,40.97801,28.88172
1201,2,2,0,1,10,4,Guest suite,Private room,0,"Copacabana, Rio de Janeiro, Brazil",Brazil,BR,9,20,50,325,-22.9867989,-43.19491003
173,2,5,0,1,10,1,Bed and breakfast,Private room,0,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,30,60,90,365,22.31225,114.17066
89,1,1,100,2,60,3,Guest suite,Entire home/apt,97,"Waimea, HI, United States",United States,US,21,51,81,356,20.02342,-155.6971
399,3,4,200,5,1125,2,Apartment,Entire home/apt,80,"Manly, NSW, Australia",Australia,AU,22,52,82,357,-33.80705,151.28526
85,1,1,0,1,4,2,Apartment,Entire home/apt,0,"Montréal, Québec, Canada",Canada,CA,0,0,0,0,45.49229,-73.58366
188,1,1,0,1,1125,29,Apartment,Shared room,0,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,30,60,90,365,22.277,114.18432
78,1,3,0,1,7,1,Apartment,Shared room,0,"Estácio, Rio de Janeiro, Brazil",Brazil,BR,27,57,87,362,-22.91581921,-43.20620098
714,1,1,200,2,31,1,Apartment,Entire home/apt,80,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,0,0,0,0,22.27391,114.15591
283,1,1,0,1,1125,29,Apartment,Private room,0,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,30,60,90,365,22.28146,114.15659
237,2,3,150,1,1125,2,Apartment,Entire home/apt,100,"Kadıköy, İstanbul, Turkey",Turkey,TR,16,46,76,166,40.96464,29.09252
39,1,3,50,2,1000,2,Apartment,Entire home/apt,80,"Barcelona, Catalunya, Spain",Spain,ES,4,7,14,244,41.3811,2.17647
848,1,3,200,1,1125,1,Apartment,Entire home/apt,91,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,HK,8,16,43,314,22.28041,114.18368
25,1,2,10,1,1125,1,Apartment,Private room,100,"Barcelona, Catalunya, Spain",Spain,ES,1,17,40,131,41.45179,2.1894
466,1,2,120,1,1125,4,Apartment,Entire home/apt,0,"Botafogo, Rio de Janeiro, Brazil",Brazil,BR,8,8,10,10,-22.95653026,-43.18612141
58,1,2,30,1,6,1,Serviced apartment,Shared room,0,"Ataşehir, İstanbul, Turkey",Turkey,TR,29,59,89,179,41.00681,29.08142
66,2,2,14,1,10,5,Condominium,Entire home/apt,0,"Montréal, Québec, Canada",Canada,CA,0,0,0,20,45.54149,-73.62825
67,2,3,0,1,1125,2,House,Entire home/apt,0,"Alfena, Portugal",Portugal,PT,30,60,90,365,41.22317,-8.53061
879,2,2,0,1,1125,2,Apartment,Entire home/apt,93,"尖沙咀, 九龍, Hong Kong",Hong Kong,HK,11,30,60,150,22.29892,114.174
18,1,1,32,1,30,2,Bed and breakfast,Private room,100,"Barcelona, Catalunya, Spain",Spain,ES,9,17,39,77,41.43924,2.19256
179,1,2,60,2,9,2,Apartment,Entire home/apt,0,"Kadıköy, İstanbul, Turkey",Turkey,TR,23,35,35,56,40.98537,29.02917
90,2,2,0,1,1125,1,Apartment,Private room,0,"Kadıköy, İstanbul, Turkey",Turkey,TR,30,60,90,365,40.98906,29.06524
23,1,1,14,1,56,10,Apartment,Private room,0,"Montréal, Québec, Canada",Canada,CA,16,16,16,16,45.53121,-73.5621
1999,3,3,0,1,1125,2,Condominium,Entire home/apt,0,"Leblon, Rio de Janeiro, Brazil",Brazil,BR,25,55,85,360,-22.98540307,-43.23146922
78,1,1,0,1,14,1,Apartment,Private room,0,"Barra da Tijuca, Rio de Janeiro, Brazil",Brazil,BR,30,60,90,365,-23.00125312,-43.3484449
45,1,2,70,1,365,3,Apartment,Private room,0,"Recreio dos Bandeir, Rio de Janeiro, Brazil",Brazil,BR,21,51,81,356,-23.01496691,-43.4569222
90,1,1,0,1,6,1,Apartment,Private room,0,"Jacarepagua, Rio de Janeiro, Brazil",Brazil,BR,30,60,90,365,-22.97258552,-43.41459584
620,2,2,236,1,1125,1,Apartment,Entire home/apt,0,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,6,26,56,331,22.30441,114.17139
474,2,2,160,1,1125,4,Apartment,Entire home/apt,99,"Rio de Janeiro, Rio de Janeiro, Brazil",Brazil,BR,26,56,86,361,-22.98263899,-43.20362705
26,1,1,20,1,1125,2,Apartment,Entire home/apt,0,"Porto, Porto, Portugal",Portugal,PT,30,60,90,365,41.14211,-8.6069
50,1,2,40,1,1125,2,Apartment,Private room,0,"Kensington, NSW, Australia",Australia,AU,0,0,0,65,-33.9186,151.22922
427,2,4,30,4,1125,1,Apartment,Entire home/apt,0,"Üsküdar, İstanbul, Turkey",Turkey,TR,0,0,0,0,41.03403,29.04743
15,1,1,0,1,1125,30,Apartment,Private room,0,"Barcelona, CT, Spain",Spain,ES,10,40,70,101,41.4438,2.17548
127,1,2,0,2,1125,2,Apartment,Private room,0,"İstanbul, İstanbul, Turkey",Turkey,TR,21,51,81,81,41.05237,29.00643
44,1,1,25,1,1,1,Apartment,Private room,0,"Montreal, QC, Canada",Canada,CA,0,0,0,19,45.54045,-73.60494
127,1,1,0,1,5,1,Tiny house,Entire home/apt,0,"Santa Teresa, Rio de Janeiro, Brazil",Brazil,BR,13,24,24,24,-22.91607271,-43.17837181
248,1,1,0,1,1125,1,Apartment,Private room,0,"Şişli, İstanbul, Turkey",Turkey,TR,30,60,90,180,41.04839,28.98071
142,1,1,50,2,28,2,Apartment,Private room,0,"Ipanema, Rio de Janeiro, Brazil",Brazil,BR,16,40,70,70,-22.98431774,-43.19885392
55,1,1,0,1,1125,2,Apartment,Private room,0,"Barcelona, Catalunya, Spain",Spain,ES,26,46,76,348,41.40639,2.16813
447,1,1,50,1,1125,1,Boutique hotel,Private room,96,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,28,56,86,86,22.32736,114.16118
447,1,1,50,1,1125,1,Boutique hotel,Private room,100,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,25,45,75,75,22.32639,114.16036
120,1,1,50,1,1125,4,Apartment,Private room,100,"Barcelona, CT, Spain",Spain,ES,30,60,90,207,41.39197,2.17172
1119,2,2,175,1,1125,5,Apartment,Entire home/apt,0,"Rio de Janeiro, RJ, Brazil",Brazil,BR,29,59,89,179,-22.96573637,-43.18034743
119,1,2,30,2,1125,2,House,Private room,0,"Colyton, NSW, Australia",Australia,AU,30,60,90,365,-33.78762,150.80185
440,1,3,0,3,1125,1,Apartment,Private room,0,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,24,54,84,359,22.32028,114.17043
526,1,1,0,1,30,1,Apartment,Shared room,0,"Hong Kong, Kowloon, Hong Kong",Hong Kong,HK,18,31,61,336,22.30188,114.17453
79,3,5,0,1,20,2,Condominium,Entire home/apt,0,"Porto, Porto, Portugal",Portugal,PT,23,53,83,84,41.33845,-8.7396
149,1,1,127,1,1125,3,Apartment,Entire home/apt,0,"Copacabana, Rio de Janeiro, Brazil",Brazil,BR,20,50,80,355,-22.97749059,-43.19169894
71,1,1,70,1,10,2,Apartment,Private room,0,"Flamengo, Rio de Janeiro, Brazil",Brazil,BR,14,44,74,349,-22.93747105,-43.17456157
392,4,4,150,4,1125,2,House,Entire home/apt,0,"Barra de Guaratiba, Rio de Janeiro, Brazil",Brazil,BR,30,60,90,90,-23.06433432,-43.56771114
